CE3FB8EA-A7E4-459B-B7AB-54B84DFB3C6D,maranas_iVS941
6E4C5D92-BAF1-42D0-9395-F8E5D1B39FFA,Mus musculus model
4D6C92DE-12B1-4FC6-88B7-5E0B49131ADA,Mus musculus GSM
ECE46607-49C2-4CDF-A926-AB5C580A2EBE,GBic
75FE744C-9898-4599-AF31-594833DCC188,P. falciparum iTH366
AADBDEE1-483A-47B7-90D9-B557DFEFD249,Model2008_08_15_12_13_14
2B3A3392-87DA-48D5-801B-301BCFFB3A7C,Model2008_09_23_13_13_29
0383C129-F0D3-46D5-9F88-8F262E83387B,E. coli iJR904
6F5448EF-916B-4658-82F4-27CB8F062BCD,S. aureus iSB619
F4D51918-C056-40C5-B15D-9EFA492D0D15,S. cerevisiae iND750
40E0885B-34B5-4787-8EBD-C86076CB3C18,M. tuberculosis iNJ661
AB29198A-4E8F-4AEF-A511-A295DE6278E8,M. barkeri iAF692
79565E29-D126-4616-B145-E8D57A03667E,H. sapiens Recon 1
A6CB7B20-62C6-4418-BFDA-1C0980DFB301,H. pylori iIT341
5B1B7EF5-B73E-475C-845E-B99B1B1F4E2F,E. coli iAF1260
13ECFF34-FCBD-4934-A12E-EA0686EF077F,E. coli textbook
A0BDB884-5993-4D7F-8123-E04F08ED7FB2,Natronomonas pharaonis metabolic network
7BD8317D-9BA2-4E0C-BAEC-499F03321671,no_name
20AB7248-3E1F-4BC6-9B89-9078ABEF0CDD,no_name2
F4646BC8-526A-4F92-8B8C-883A8EAB1002,Pichia_pastoris
5068A465-2DA1-4625-8ED0-0167A0177BFC,PlasmoNet
14C4F8F5-7A05-4994-8017-33B1BB28F315,Pseudomonas_putida_KT2440
32F94DEC-CCED-400E-9B16-5B7C6F036BD7,Thiele2013 - Human metabolism global reconstruction (Recon 2) - version 2.02
0B3FEBDF-E95C-4263-97B4-BCD7C70A7BC7,Salmonella_consensus_build_1
90864AD6-8198-4346-AF7A-9D9F63CDBDBD,seed_Opt158879_1
0F891DC0-BD3B-496F-A32B-3D929F5A2906,seed_Opt171101_1
E4A96BDA-CD99-466D-B617-5F3BA15D5847,seed_Opt208964_1
D4C9087A-A294-4D4F-B6C5-193E7DA53072,seed_Opt224308_1
79CDCF91-50BC-4287-BC86-3E75620CF60B,seed_Opt243277_1
39D321D9-71FF-4F71-A82B-386B27D396A1,seed_Opt71421_1
0EE9860C-5B8D-4957-A445-049232CE95A3,seed_Opt83333_1
C2874E5B-EE78-4CF1-8B72-27FAD0DC288D,seed_Opt85962_1
03377BFD-BED1-4E23-ACAD-D65A6D0D54E7,seed_Seed100226_1
BCD041FB-D4CF-4775-9748-4E1A62E736CC,seed_Seed122586_1
029B5C58-636E-4630-B1BF-A8A58D96CC43,seed_Seed158879_1
D4D5E75E-4508-4DEB-9B15-35380E9DA72A,seed_Seed160488_1
2CF2DBF6-D405-457D-A9E9-15ED082E4050,seed_Seed169963_1
31F24119-1E70-4825-908A-34B60EE6CAD8,seed_Seed171101_1
F2796242-EA09-4722-BFD5-222AF83A2D54,seed_Seed177416_3
8656FD0E-3F1B-407C-8129-0FA0974BC5F1,seed_Seed189518_1
A3374B59-6C95-4950-A500-D87985539B31,seed_Seed190304_1
46C7D5C3-DCE5-4526-B958-761CDFAA42EF,seed_Seed190485_4
92970C0F-4635-4349-9B70-133ED01F3F2F,seed_Seed190650_1
C6E89CE7-7268-4987-B9E2-C4B02FD1ED25,seed_Seed192222_1
8C3E449E-36BD-4B87-9385-107CE152FD05,seed_Seed196627_4
1F170095-E673-4484-9D83-7176A50DB3A6,seed_Seed208964_1
6DAA6CAD-31E4-473A-96C8-530FDD11E563,seed_Seed211586_1
C8CF2D40-8228-4B23-ABD0-869173B27B61,seed_Seed211586_8
9CFFD87F-2E23-4B14-A304-51838FE7F378,seed_Seed211586_9
177F9BF1-D283-4DEB-83B1-B18B3AE07750,seed_Seed220668_1
C427F1B2-B126-471C-8A52-69BCF687958D,seed_Seed224308_1
264B02BD-4220-48F9-A512-1CEA53211CD4,seed_Seed224324_1
AFDB4625-157D-4147-BA80-BCB499922E70,seed_Seed224326_1
C2BCD048-FA55-4AA8-8AF5-149C366D1483,seed_Seed227377_1
3F4DC3A1-1E37-4FEE-A7A6-AC6D1BA3DFDC,seed_Seed243230_1
52C4BE5A-66B2-46DD-80D6-D0FA511149FE,seed_Seed243231_1
4D7E7B26-C56A-4FBF-B94A-D976535D170E,seed_Seed243274_1
932B5FEA-65BD-4A89-B6DB-A21CDC997898,seed_Seed243277_1
C3A2A14A-FE01-4B15-A017-51B5535EA17B,seed_Seed257313_1
6953CAF3-ECFF-458D-B49C-9EBDF1626675,seed_Seed269799_3
C395EDA1-CB11-468C-AB96-38395BB6861A,seed_Seed272560_3
134BEA56-0863-411F-BAE5-3BF0FD72BC58,seed_Seed272562_1
488F068D-F2A4-4848-9929-F34D7D372A21,seed_Seed272620_3
7820169A-161B-48B7-A6C7-8B26CEC6CA28,seed_Seed272634_1
03FDF386-5040-451A-9BE1-D2C49FA3799A,seed_Seed272947_1
25454AB8-8108-4FEB-A212-3DD7A16BBC11,seed_Seed300852_3
437EE138-658D-411D-91FA-2047377F071D,seed_Seed309807_19
AC9B944E-C4AE-4349-9066-DFB560133DF1,seed_Seed71421_1
8DFD18CA-C883-4462-8C1E-3941B226F09D,seed_Seed83332_1
8319B214-401D-4E73-A836-15750E922B6E,seed_Seed85962_1
505AB933-5A2D-4723-A389-5933FDBDD332,seed_Seed93061_3
D99598B3-3457-435A-B67D-BDCD923EE24F,seed_Seed99287_1
DA2EDE12-2E15-4ED0-B510-A70B53FEBA16,ymn
CC5795F6-E7D5-48F1-AA1B-A2527A49CB19,Yeast metabolic network
C1CA9D7E-6EB1-4CAE-A0FF-B9BC7A91CA7D,ymn2_0
6A3FDAA8-DBD1-4F68-9AAD-36AE43A2FD57,ymn4_0
01B5FBE1-A9AA-43AB-BF43-7470B47DB83E,Mus musculus
07700CF5-70DB-4CAF-A747-41C8F52379B7,Shigella sonnei Ss046
083F6CCF-12F4-4C8F-B63F-943AC9B16060,Escherichia coli O157:H7 str. EDL933
0BFE0402-155C-4137-9850-C4DD630EFA4D,Escherichia coli UTI89
0C64FCED-9832-4064-9BF1-AA61065CB2BE,Homo sapiens
0D69D4CF-8C92-4387-8ADE-724DDE9EE0BE,yeastnet_v7_6
0F873579-CD64-4E99-AAF6-0B80638EB1B3,Escherichia coli O26:H11 str. 11368
1667B746-7AF8-43A8-A414-ECB7C848B3F1,iRC1080
1AF59943-D96C-4397-9DC7-CD52D7D6AC09,Escherichia coli O127:H6 str. E2348/69
216AA698-6D7F-4345-9ECF-C326E86AA62B,Escherichia coli W
2362A318-0AF6-46ED-B42A-FC4C97C63483,Escherichia coli O157:H7 str. Sakai
25564ABD-BE4C-4659-AF5B-16B0AD931623,Escherichia coli KO11FL
29AE7A86-A738-4ACC-98EA-42C16CCE30A7,Shigella boydii Sb227
2B5A0C52-3974-4CA9-890F-242DA7BE6EF4,Escherichia coli 536
2EDBB404-97B8-4A83-8DCA-25CDB04448C2,Escherichia coli O111:H- str. 11128
329B2B9B-2C53-4CF4-AE65-6BB1B1D3181A,iso_iYO844_flux1
33757B52-3339-4010-B675-49277AE6BECD,Escherichia coli BL21(DE3)
358254FB-542D-4F2A-A34A-866E39DA5CC9,maranas_iCac802
37C93A85-98D8-4B85-8CA2-C293FD1DCAFF,Escherichia coli BW2952
3BF2B981-8BD0-4161-A66C-68B6EAB71721,yeastnet_v5_01_model
3C8FF113-9549-4877-967E-A8B0E056A09A,Escherichia coli O139:H28 str. E24377A
41BC39ED-3471-4CCB-9AB9-3A21B0EC9E78,Bacillus subtilis subsp. subtilis str. 168
4BC8A639-F998-4C41-985B-F9C55890BA70,Escherichia coli SE15
4C05684E-EF66-44BD-91EE-B3CA89695DF5,Escherichia coli ATCC 8739
4DA24502-16ED-4907-BD36-C04E773BC815,Clostridium ljungdahlii DSM 13528
51514E3C-FDB5-4254-8ED7-D21F5B308AD1,Shigella flexneri 2002017
5B235DB7-2BFC-4322-A5F3-20853A3C2A31,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
5B27E13C-A918-480B-9145-E88CAB878722,Cricetulus griseus
656622B3-75AF-401D-9B49-BC4E5D2619F3,Escherichia coli W
68173FA6-3C7A-4291-AACF-6F3214B2D36F,Escherichia coli str. K-12 substr. MG1655
6A5D1DDE-838F-4245-9147-E3B68F8EC913,Escherichia coli NA114
6BBE80FB-7628-41C7-A357-BA362BA77CA4,Escherichia coli ABU 83972
6DF09E22-AC2D-4FA0-9A51-FE3025598191,Escherichia coli APEC O1
70FB6984-AD43-4F72-8308-536DC3F1B97E,Escherichia coli 55989
770F2D68-BE14-423B-B822-8AEADD3DE04B,Shigella flexneri 2a str. 301
7A074794-C027-459A-8C62-B89EF033C4FA,Escherichia coli O157:H7 str. TW14359
7B47D8CA-F954-4C5A-8E91-8305810BB55D,Escherichia coli S88
7B962066-B8E9-4177-9285-96E73A3B21AD,Escherichia coli IHE3034
7D6F4AE0-EE6E-4231-93A1-8BA570A61BC0,Escherichia coli UMN026
7E7D1B4A-DF71-470D-B188-4FFF7D73C1F8,Escherichia coli ED1a
8D87CDCC-DA00-4C73-B441-8B1F17E5CCA0,Escherichia coli SE11
8E101EDC-602F-4933-B944-34C54E32CD52,Escherichia coli O55:H7 str. CB9615
9043D340-F158-4901-B58E-AF12D8DDDFAF,Escherichia coli HS
92B9C7BA-42F6-4592-AB24-DF036D504927,Escherichia coli str. K-12 substr. DH10B
993A3F2A-3C0A-470D-9147-1BF6564EF950,Shigella boydii CDC 3083-94
9AFDD621-3911-4BA4-979B-6E886E73A21E,Escherichia coli O103:H2 str. 12009
9E35B173-FEFB-4E47-80B6-F4EC65E8FD53,Escherichia coli ETEC H10407
AA2BACFC-CB48-472F-BE49-8E65F0141C84,Escherichia coli CFT073
AB0C03CC-3AF7-426A-A85D-2F379E43C36A,Escherichia coli UM146
AE21FA50-7EE3-4464-97DD-651EDFA8EAEA,Escherichia coli IAI1
B063E18D-A65F-4237-A267-4CB54CEF5A6D,Escherichia coli IAI39
B3A53A2B-3E89-467C-A6E3-08A5A400CE9D,Shigella flexneri 2a str. 2457T
C528D851-04DD-40D3-8F14-4BBB38861998,Escherichia coli str. K-12 substr. W3110
D08BE036-4C42-4813-8FA7-93ACCD4EA443,Escherichia coli LF82
D6EC0D49-94BE-4540-B851-0D1ABC844E97,Escherichia coli O83:H1 str. NRG 857C
E24DEA4C-E525-4D02-9A94-007993E9FE68,Klebsiella pneumoniae subsp. pneumoniae MGH 78578
EA67524C-513E-40B3-AADB-C07F3E0D3007,Escherichia coli SMS-3-5
EC1ECC70-807C-4C2B-A979-D7E2E3832A4B,Shigella flexneri 5 str. 8401
EF8AEE3B-3B5C-4A35-B16A-DF6607606AB3,Escherichia coli UMNK88
F339C34B-A45C-493D-B375-C40BE630A214,Escherichia coli str. K-12 substr. MG1655
F62C53E6-D68A-4E54-A510-5D7F5D19405B,Escherichia coli O157:H7 str. EC4115
FD981A1F-F9E3-44FB-8D8C-09412291228C,Escherichia coli 042
FE2DEF0B-D4BB-4EFC-8774-E58A1BAE30FF,Homo sapiens
